"PU","NAME","WGMS_ID","SURVEY_DATE","REFERENCE_DATE","AREA","ANNUAL_BALANCE","ANNUAL_BALANCE_UNC","INVESTIGATOR","SPONS_AGENCY"
"AQ","COMMONWEALTH","878","20059999","20049999","52.2000007","-36","67","Fountain A. (PSU/DGG) Basagic H. (PSU/DGG) Niebuhr S. (PGC)","PGC: Polar Geospatial Center University of Minnesota PSU/DGG: Department of Geology and Geography Portland State University"
"AQ","COMMONWEALTH","878","20069999","20059999","52.2000007","32","55","Fountain A. (PSU/DGG) Basagic H. (PSU/DGG) Niebuhr S. (PGC)","PGC: Polar Geospatial Center University of Minnesota PSU/DGG: Department of Geology and Geography Portland State University"
"AQ","COMMONWEALTH","878","20079999","20069999","52.2000007","-33","41","Fountain A. (PSU/DGG) Basagic H. (PSU/DGG) Niebuhr S. (PGC)","PGC: Polar Geospatial Center University of Minnesota PSU/DGG: Department of Geology and Geography Portland State University"
"AQ","COMMONWEALTH","878","20089999","20079999","52.2000007","-7","26","Fountain A. (PSU/DGG) Basagic H. (PSU/DGG) Niebuhr S. (PGC)","PGC: Polar Geospatial Center University of Minnesota PSU/DGG: Department of Geology and Geography Portland State University"
"AQ","COMMONWEALTH","878","20099999","20089999","52.2000007","-48","40","Fountain A. (PSU/DGG) Basagic H. (PSU/DGG) Niebuhr S. (PGC)","PGC: Polar Geospatial Center University of Minnesota PSU/DGG: Department of Geology and Geography Portland State University"
"AQ","COMMONWEALTH","878","20109999","20099999","52.2000007","10","30","Fountain A. (PSU/DGG) Basagic H. (PSU/DGG) Niebuhr S. (PGC)","PGC: Polar Geospatial Center University of Minnesota PSU/DGG: Department of Geology and Geography Portland State University"
"AQ","COMMONWEALTH","878","20119999","20109999","52.2000007","-19","108","Fountain A. (PSU/DGG) Basagic H. (PSU/DGG) Niebuhr S. (PGC)","PGC: Polar Geospatial Center University of Minnesota PSU/DGG: Department of Geology and Geography Portland State University"
"AQ","COMMONWEALTH","878","20129999","20119999","52.2000007","-12","39","Fountain A. (PSU/DGG) Basagic H. (PSU/DGG) Niebuhr S. (PGC)","PGC: Polar Geospatial Center University of Minnesota PSU/DGG: Department of Geology and Geography Portland State University"
"AQ","COMMONWEALTH","878","20139999","20129999","52.2000007","26","34","Fountain A. (PSU/DGG) Basagic H. (PSU/DGG) Niebuhr S. (PGC)","PGC: Polar Geospatial Center University of Minnesota PSU/DGG: Department of Geology and Geography Portland State University"
"AQ","DAVIES DOME","10404","20100131","20090201","6.49","190","150","",""
"AQ","DAVIES DOME","10404","20110131","20100201","6.49","80","120","",""
"AQ","DAVIES DOME","10404","20120131","20110201","6.49","-210","170","",""
"AQ","DAVIES DOME","10404","20130131","20120201","6.49","110","200","",""
"AQ","DAVIES DOME","10404","20140131","20130201","6.49","40","100","",""
"AQ","DAVIES DOME","10404","20150131","20140201","6.49","-90","130","",""
"AQ","FLAGSTAFF","3974","19589999","19579999","","-537","","",""
"AQ","G1","3925","19699999","19689999","","-10","","",""
"AQ","G1","3925","19709999","19699999","","-300","","",""
"AQ","G1","3925","19719999","19709999","","-560","","",""
"AQ","G1","3925","19729999","19719999","","-900","","",""
"AQ","G1","3925","19739999","19729999","","-600","","",""
"AQ","G1","3925","19749999","19739999","","-100","","",""
"AQ","GALINDEZ ICE CAP","3975","19609999","19599999","","116","","",""
"AQ","GALINDEZ ICE CAP","3975","19619999","19609999","","116","","",""
"AQ","GALINDEZ ICE CAP","3975","19629999","19619999","","116","","",""
"AQ","GALINDEZ ICE CAP","3975","19639999","19629999","","116","","",""
"AQ","GALINDEZ ICE CAP","3975","19649999","19639999","","116","","",""
"AQ","GALINDEZ ICE CAP","3975","19659999","19649999","","116","","",""
"AQ","HEIMDALL","890","19720121","19710210","7.96","-10","","",""
"AQ","HEIMDALL","890","19730125","19720121","7.96","-20","","",""
"AQ","HEIMDALL","890","19740123","19730125","7.96","-20","","",""
"AQ","HEIMDALL","890","19750117","19740123","7.96","-10","","",""
"AQ","HOWARD","3973","19949999","19939999","8.3000001","14","47","Fountain A. (PSU/DGG) Basagic H. (PSU/DGG) Niebuhr S. (PGC)","PGC: Polar Geospatial Center University of Minnesota PSU/DGG: Department of Geology and Geography Portland State University"
"AQ","HOWARD","3973","19959999","19949999","8.3000001","42","64","Fountain A. (PSU/DGG) Basagic H. (PSU/DGG) Niebuhr S. (PGC)","PGC: Polar Geospatial Center University of Minnesota PSU/DGG: Department of Geology and Geography Portland State University"
"AQ","HOWARD","3973","19969999","19959999","8.3000001","-36","44","Fountain A. (PSU/DGG) Basagic H. (PSU/DGG) Niebuhr S. (PGC)","PGC: Polar Geospatial Center University of Minnesota PSU/DGG: Department of Geology and Geography Portland State University"
"AQ","HOWARD","3973","19979999","19969999","8.3000001","21","44","Fountain A. (PSU/DGG) Basagic H. (PSU/DGG) Niebuhr S. (PGC)","PGC: Polar Geospatial Center University of Minnesota PSU/DGG: Department of Geology and Geography Portland State University"
"AQ","HOWARD","3973","19989999","19979999","8.3000001","4","54","Fountain A. (PSU/DGG) Basagic H. (PSU/DGG) Niebuhr S. (PGC)","PGC: Polar Geospatial Center University of Minnesota PSU/DGG: Department of Geology and Geography Portland State University"
"AQ","HOWARD","3973","19999999","19989999","8.3000001","12","41","Fountain A. (PSU/DGG) Basagic H. (PSU/DGG) Niebuhr S. (PGC)","PGC: Polar Geospatial Center University of Minnesota PSU/DGG: Department of Geology and Geography Portland State University"
"AQ","HOWARD","3973","20009999","19999999","8.3000001","-33","31","Fountain A. (PSU/DGG) Basagic H. (PSU/DGG) Niebuhr S. (PGC)","PGC: Polar Geospatial Center University of Minnesota PSU/DGG: Department of Geology and Geography Portland State University"
"AQ","HOWARD","3973","20019999","20009999","8.3000001","-15","29","Fountain A. (PSU/DGG) Basagic H. (PSU/DGG) Niebuhr S. (PGC)","PGC: Polar Geospatial Center University of Minnesota PSU/DGG: Department of Geology and Geography Portland State University"
"AQ","HOWARD","3973","20029999","20019999","8.3000001","-99","78","Fountain A. (PSU/DGG) Basagic H. (PSU/DGG) Niebuhr S. (PGC)","PGC: Polar Geospatial Center University of Minnesota PSU/DGG: Department of Geology and Geography Portland State University"
"AQ","HOWARD","3973","20039999","20029999","8.3000001","-19","68","Fountain A. (PSU/DGG) Basagic H. (PSU/DGG) Niebuhr S. (PGC)","PGC: Polar Geospatial Center University of Minnesota PSU/DGG: Department of Geology and Geography Portland State University"
"AQ","HOWARD","3973","20049999","20039999","8.3000001","-31","33","Fountain A. (PSU/DGG) Basagic H. (PSU/DGG) Niebuhr S. (PGC)","PGC: Polar Geospatial Center University of Minnesota PSU/DGG: Department of Geology and Geography Portland State University"
"AQ","HOWARD","3973","20059999","20049999","8.3000001","-28","118","Fountain A. (PSU/DGG) Basagic H. (PSU/DGG) Niebuhr S. (PGC)","PGC: Polar Geospatial Center University of Minnesota PSU/DGG: Department of Geology and Geography Portland State University"
"AQ","HOWARD","3973","20069999","20059999","8.3000001","24","42","Fountain A. (PSU/DGG) Basagic H. (PSU/DGG) Niebuhr S. (PGC)","PGC: Polar Geospatial Center University of Minnesota PSU/DGG: Department of Geology and Geography Portland State University"
"AQ","HOWARD","3973","20079999","20069999","8.3000001","-62","68","Fountain A. (PSU/DGG) Basagic H. (PSU/DGG) Niebuhr S. (PGC)","PGC: Polar Geospatial Center University of Minnesota PSU/DGG: Department of Geology and Geography Portland State University"
"AQ","HOWARD","3973","20089999","20079999","8.3000001","-19","29","Fountain A. (PSU/DGG) Basagic H. (PSU/DGG) Niebuhr S. (PGC)","PGC: Polar Geospatial Center University of Minnesota PSU/DGG: Department of Geology and Geography Portland State University"
"AQ","HOWARD","3973","20099999","20089999","8.3000001","-22","55","Fountain A. (PSU/DGG) Basagic H. (PSU/DGG) Niebuhr S. (PGC)","PGC: Polar Geospatial Center University of Minnesota PSU/DGG: Department of Geology and Geography Portland State University"
"AQ","HOWARD","3973","20109999","20099999","8.3000001","-12","38","Fountain A. (PSU/DGG) Basagic H. (PSU/DGG) Niebuhr S. (PGC)","PGC: Polar Geospatial Center University of Minnesota PSU/DGG: Department of Geology and Geography Portland State University"
"AQ","HOWARD","3973","20119999","20109999","8.3000001","-21","53","Fountain A. (PSU/DGG) Basagic H. (PSU/DGG) Niebuhr S. (PGC)","PGC: Polar Geospatial Center University of Minnesota PSU/DGG: Department of Geology and Geography Portland State University"
"AQ","HOWARD","3973","20129999","20119999","8.3000001","-28","57","Fountain A. (PSU/DGG) Basagic H. (PSU/DGG) Niebuhr S. (PGC)","PGC: Polar Geospatial Center University of Minnesota PSU/DGG: Department of Geology and Geography Portland State University"
"AQ","HOWARD","3973","20139999","20129999","8.3000001","27","75","Fountain A. (PSU/DGG) Basagic H. (PSU/DGG) Niebuhr S. (PGC)","PGC: Polar Geospatial Center University of Minnesota PSU/DGG: Department of Geology and Geography Portland State University"
"AQ","HURD","3367","20020109","20010220","4.034","-140","70","Francisco Navarro","Universidad Polit‚cnica de Madrid (UPM)-ETSI Telecomunicaci¢n Av. Complutense 30 28040 Madrid Spain"
"AQ","HURD","3367","20030214","20020110","4.034","-520","70","Francisco Navarro","Universidad Polit‚cnica de Madrid (UPM)-ETSI Telecomunicaci¢n Av. Complutense 30 28040 Madrid Spain"
"AQ","HURD","3367","20040217","20030215","4.034","10","90","Francisco Navarro","Universidad Polit‚cnica de Madrid (UPM)-ETSI Telecomunicaci¢n Av. Complutense 30 28040 Madrid Spain"
"AQ","HURD","3367","20050217","20040218","4.034","-120","90","Francisco Navarro","Universidad Polit‚cnica de Madrid (UPM)-ETSI Telecomunicaci¢n Av. Complutense 30 28040 Madrid Spain"
"AQ","HURD","3367","20060222","20050218","4.034","-860","70","Francisco Navarro","Universidad Polit‚cnica de Madrid (UPM)-ETSI Telecomunicaci¢n Av. Complutense 30 28040 Madrid Spain"
"AQ","HURD","3367","20070223","20060223","4.034","-540","70","Francisco Navarro","Universidad Polit‚cnica de Madrid (UPM)-ETSI Telecomunicaci¢n Av. Complutense 30 28040 Madrid Spain"
"AQ","HURD","3367","20080220","20070224","4.034","190","70","Navarro F. (UPM/ETSIT)","UPM/ETSIT: ETSI Telecomunicación Universidad Politécnica de Madrid"
"AQ","HURD","3367","20090210","20080221","4.034","-390","70","Navarro F. (UPM/ETSIT)","UPM/ETSIT: ETSI Telecomunicación Universidad Politécnica de Madrid"
"AQ","HURD","3367","20100225","20090211","4.034","540","70","Navarro F. (UPM/ETSIT)","UPM/ETSIT: ETSI Telecomunicación Universidad Politécnica de Madrid"
"AQ","HURD","3367","20110226","20100226","4.034","290","70","Navarro F. (UPM/ETSIT)","UPM/ETSIT: ETSI Telecomunicación Universidad Politécnica de Madrid"
"AQ","HURD","3367","20120215","20110226","4.034","-190","70","Navarro F. (UPM/ETSIT)","UPM/ETSIT: ETSI Telecomunicación Universidad Politécnica de Madrid"
"AQ","HURD","3367","20130218","20120215","4.034","210","70","Navarro F. (UPM/ETSIT)","UPM/ETSIT: ETSI Telecomunicación Universidad Politécnica de Madrid"
"AQ","HURD","3367","20140206","20140123","4.0339999","400","100","Navarro F. (UPM/ETSIT)","UPM/ETSIT: ETSI Telecomunicación Universidad Politécnica de Madrid"
"AQ","HURD","3367","20150205","20141204","4.0339999","560","70","Navarro F. (UPM/ETSIT)","UPM/ETSIT: ETSI Telecomunicación Universidad Politécnica de Madrid"
"AQ","HURD","3367","20160218","20151220","4.0339999","290","70","Navarro F. (UPM/ETSIT)","UPM/ETSIT: ETSI Telecomunicación Universidad Politécnica de Madrid"
"AQ","HURD","3367","20170302","20161210","4.034","-420","70","Navarro F. (UPM/ETSIT)","UPM/ETSIT: ETSI Telecomunicación Universidad Politécnica de Madrid"
"AQ","HURD","3367","20189999","20179999","4.034","-560","70","Francisco Navarro","Universidad Politécnica de Madrid (UPM)-ETSI Telecomunicación Av. Complutense 30 28040 Madrid Spain"
"AQ","HURD","3367","20199999","20189999","4.034","190","70","Francisco Navarro","Universidad Politécnica de Madrid (UPM)-ETSI Telecomunicación Av. Complutense 30 28040 Madrid Spain"
"AQ","JEREMY SYKES","1063","19720118","19710206","9.92","20","","",""
"AQ","JEREMY SYKES","1063","19730122","19720118","9.92","0","","",""
"AQ","JEREMY SYKES","1063","19740121","19730122","9.92","-10","","",""
"AQ","JEREMY SYKES","1063","19750109","19740121","9.92","20","","",""
"AQ","JOHNSONS","3366","20020109","20010220","5.358","20","70","Francisco Navarro","Universidad Polit‚cnica de Madrid (UPM)-ETSI Telecomunicaci¢n Av. Complutense 30 28040 Madrid Spain"
"AQ","JOHNSONS","3366","20030214","20020110","5.358","-160","70","Francisco Navarro","Universidad Polit‚cnica de Madrid (UPM)-ETSI Telecomunicaci¢n Av. Complutense 30 28040 Madrid Spain"
"AQ","JOHNSONS","3366","20040217","20030215","5.358","80","70","Francisco Navarro","Universidad Polit‚cnica de Madrid (UPM)-ETSI Telecomunicaci¢n Av. Complutense 30 28040 Madrid Spain"
"AQ","JOHNSONS","3366","20050217","20040218","5.358","220","70","Navarro F. (UPM/ETSIT)","UPM/ETSIT: ETSI Telecomunicación Universidad Politécnica de Madrid"
"AQ","JOHNSONS","3366","20060222","20050218","5.358","-330","70","Navarro F. (UPM/ETSIT)","UPM/ETSIT: ETSI Telecomunicación Universidad Politécnica de Madrid"
"AQ","JOHNSONS","3366","20070223","20060223","5.358","-290","70","Navarro F. (UPM/ETSIT)","UPM/ETSIT: ETSI Telecomunicación Universidad Politécnica de Madrid"
"AQ","JOHNSONS","3366","20080220","20070224","5.358","90","70","Navarro F. (UPM/ETSIT)","UPM/ETSIT: ETSI Telecomunicación Universidad Politécnica de Madrid"
"AQ","JOHNSONS","3366","20090210","20080221","5.358","-170","70","Navarro F. (UPM/ETSIT)","UPM/ETSIT: ETSI Telecomunicación Universidad Politécnica de Madrid"
"AQ","JOHNSONS","3366","20100228","20090211","5.358","510","70","Navarro F. (UPM/ETSIT)","UPM/ETSIT: ETSI Telecomunicación Universidad Politécnica de Madrid"
"AQ","JOHNSONS","3366","20110302","20100228","5.358","500","70","Navarro F. (UPM/ETSIT)","UPM/ETSIT: ETSI Telecomunicación Universidad Politécnica de Madrid"
"AQ","JOHNSONS","3366","20120217","20110301","5.358","400","70","Navarro F. (UPM/ETSIT)","UPM/ETSIT: ETSI Telecomunicación Universidad Politécnica de Madrid"
"AQ","JOHNSONS","3366","20130218","20120217","5.358","390","70","Navarro F. (UPM/ETSIT)","UPM/ETSIT: ETSI Telecomunicación Universidad Politécnica de Madrid"
"AQ","JOHNSONS","3366","20140206","20140123","5.3579998","590","100","Navarro F. (UPM/ETSIT)","UPM/ETSIT: ETSI Telecomunicación Universidad Politécnica de Madrid"
"AQ","JOHNSONS","3366","20150202","20141205","5.3579998","750","70","Navarro F. (UPM/ETSIT)","UPM/ETSIT: ETSI Telecomunicación Universidad Politécnica de Madrid"
"AQ","JOHNSONS","3366","20160222","20151217","5.3579998","530","70","Navarro F. (UPM/ETSIT)","UPM/ETSIT: ETSI Telecomunicación Universidad Politécnica de Madrid"
"AQ","JOHNSONS","3366","20170303","20161210","5.358","-30","70","Navarro F. (UPM/ETSIT)","UPM/ETSIT: ETSI Telecomunicación Universidad Politécnica de Madrid"
"AQ","JOHNSONS","3366","20189999","20179999","5.358","-80","70","Francisco Navarro","Universidad Politécnica de Madrid (UPM)-ETSI Telecomunicación Av. Complutense 30 28040 Madrid Spain"
"AQ","JOHNSONS","3366","20199999","20189999","5.358","550","70","Francisco Navarro","Universidad Politécnica de Madrid (UPM)-ETSI Telecomunicación Av. Complutense 30 28040 Madrid Spain"
"AQ","MESERVE MPII","892","19669999","19659999","","-610","","",""
"AQ","SPARTAN","3943","19719999","19709999","","-86","","",""
"AQ","SPARTAN","3943","19729999","19719999","","-108","","",""
"AQ","SPARTAN","3943","19739999","19729999","","-189","","",""
"AQ","SPARTAN","3943","19749999","19739999","","-62","","",""
"AQ","STRANDLINE","3970","19899999","19889999","","-17","","",""
"AQ","STRANDLINE","3970","19909999","19899999","","-45","","",""
"AQ","STRANDLINE","3970","19919999","19909999","","-102","","",""
"AQ","STRANDLINE","3970","19929999","19919999","","19","","",""
"AQ","STRANDLINE","3970","19939999","19929999","","110","","",""
"AQ","TARN FLAT","3971","19919999","19909999","","-173","","",""
"AQ","TARN FLAT","3971","19929999","19919999","","-59","","",""
"AQ","TARN FLAT","3971","19939999","19929999","","-59","","",""
"AQ","WHISKY GLACIER (IJR-45)","10403","20100131","20090201","2.4","60","150","",""
"AQ","WHISKY GLACIER (IJR-45)","10403","20110131","20100201","2.4","140","110","",""
"AQ","WHISKY GLACIER (IJR-45)","10403","20120131","20110201","2.4","-160","390","",""
"AQ","WHISKY GLACIER (IJR-45)","10403","20130131","20120201","2.4","230","320","",""
"AQ","WHISKY GLACIER (IJR-45)","10403","20140131","20130201","2.4","50","250","",""
"AQ","WHISKY GLACIER (IJR-45)","10403","20150131","20140201","2.4","230","320","",""
"AR","AGUA NEGRA","4532","20159999","20149999","1.022","-1071","500","Pitte P. (IANIGLA)","IANIGLA: Instituto Argentino de Nivología Glaciología y Ciencias Ambientales CCT CONICET Mendoza"
"AR","AGUA NEGRA","4532","20169999","20159999","1.022","-284","500","Pitte P. (IANIGLA)","IANIGLA: Instituto Argentino de Nivología Glaciología y Ciencias Ambientales CCT CONICET Mendoza"
"AR","AGUA NEGRA","4532","20179999","20169999","1.022","298","500","Pitte P. (IANIGLA)","IANIGLA: Instituto Argentino de Nivología Glaciología y Ciencias Ambientales CCT CONICET Mendoza"
"AR","AGUA NEGRA","4532","20189999","20179999","1.022","-928","500","Pitte P. (IANIGLA)","IANIGLA: Instituto Argentino de Nivología Glaciología y Ciencias Ambientales CCT CONICET Mendoza"
"AR","BROWN SUPERIOR","3903","20089999","20079999","0.221","-537","","Cabrera G. (IANIGLA) Leiva J. (IANIGLA)","IANIGLA: Instituto Argentino de Nivología Glaciología y Ciencias Ambientales CCT CONICET Mendoza"
"AR","BROWN SUPERIOR","3903","20099999","20089999","0.223","-997","","Cabrera G. (IANIGLA) Leiva J. (IANIGLA)","IANIGLA: Instituto Argentino de Nivología Glaciología y Ciencias Ambientales CCT CONICET Mendoza"
"AR","BROWN SUPERIOR","3903","20109999","20099999","0.209","-1029","","Cabrera G. (IANIGLA) Leiva J. (IANIGLA)","IANIGLA: Instituto Argentino de Nivología Glaciología y Ciencias Ambientales CCT CONICET Mendoza"
"AR","BROWN SUPERIOR","3903","20119999","20109999","0.196","-2045","","Cabrera G. (IANIGLA) Leiva J. (IANIGLA)","IANIGLA: Instituto Argentino de Nivología Glaciología y Ciencias Ambientales CCT CONICET Mendoza"
"AR","BROWN SUPERIOR","3903","20129999","20119999","0.191","-1537","","Cabrera G. (IANIGLA) Leiva J. (IANIGLA)","IANIGLA: Instituto Argentino de Nivología Glaciología y Ciencias Ambientales CCT CONICET Mendoza"
"AR","BROWN SUPERIOR","3903","20139999","20129999","","-823","","Cabrera G. (IANIGLA) Leiva J. (IANIGLA)","IANIGLA: Instituto Argentino de Nivología Glaciología y Ciencias Ambientales CCT CONICET Mendoza"
"AR","BROWN SUPERIOR","3903","20149999","20139999","","-1359","","Cabrera G. (IANIGLA) Leiva J. (IANIGLA)","IANIGLA: Instituto Argentino de Nivología Glaciología y Ciencias Ambientales CCT CONICET Mendoza"
"AR","BROWN SUPERIOR","3903","20150504","20140425","0.1751","-2387","30","Cabrera G. (IANIGLA)","IANIGLA: Instituto Argentino de Nivología Glaciología y Ciencias Ambientales CCT CONICET Mendoza"
"AR","BROWN SUPERIOR","3903","20169999","20159999","","167","","Cabrera G. (IANIGLA)","IANIGLA: Instituto Argentino de Nivología Glaciología y Ciencias Ambientales CCT CONICET Mendoza"
